"matchid_playerid","playerid","matchid","matchDate","matchSetting1Label","matchSetting3Label","competitionLabel","competition","timeUncertaintyLabel","timeUncertainty","supportLabel","support","nRound","nConnected","settingsNum","date.time","competitive.level","replay","port","testID","consumableKey","votationType","organizationalStructure","toleranceLabel","tolerance","Q1_1","Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","Q8_1","Q9_1","Q10_1","Q11_1","Q12_1","Q13_1","Q14_1","Q15_1","Q16_1","Q17_1","Q18_1","ToA_Calculated","Q1_2","Q2_2","Q3_2","Q4_2","Q5_2","Q6_2","Q7_2","Q8_2","Q9_2","Q10_2"
"10023-c68fc952-b2d8-425b-81ea-4bff55720564","c68fc952-b2d8-425b-81ea-4bff55720564",10023,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,15,"2020-02-27 21:27:20",1,"False",7074,522580,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,3,3,3,4,2,3,3,3,3,2,2,26,1,4,0,0,0,33,NA,2,3,4,4,1,1,3,3,4
"10023-debeed56-baea-4f5e-996a-783d18ab1589","debeed56-baea-4f5e-996a-783d18ab1589",10023,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,15,"2020-02-27 21:27:20",1,"False",7074,522580,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,3,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,3,3,3,3,3,3,3,3,3
"10025-40867197-d2ec-403e-9b2c-2029792d6355","40867197-d2ec-403e-9b2c-2029792d6355",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,0,0,4,4,4,4,4,4,4,4,4,4,29,0,4,1,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025-44a529d1-17e9-47ef-8cfd-e05b4c508b41","44a529d1-17e9-47ef-8cfd-e05b4c508b41",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025-55c8b5ab-0651-4b31-913b-7a69f1d23967","55c8b5ab-0651-4b31-913b-7a69f1d23967",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025-834952e2-5aea-463a-802b-5acfa1d34245","834952e2-5aea-463a-802b-5acfa1d34245",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,NA,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,4,4,4,4,4,4,4,4,4
"10025-a180181b-880d-4697-822e-1200267650e2","a180181b-880d-4697-822e-1200267650e2",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025-b0c8bd87-6ca2-4590-9340-3bf7d2f43944","b0c8bd87-6ca2-4590-9340-3bf7d2f43944",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10025-d583c046-41f0-47a6-a3d9-94f6f6ef35d7","d583c046-41f0-47a6-a3d9-94f6f6ef35d7",10025,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,16,"2020-02-28 17:09:35",1,"False",7078,522841,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,0,0,4,4,4,4,4,4,4,4,4,4,29,0,3,1,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-0403264b-4cad-44bb-9009-9e9ef71880b2","0403264b-4cad-44bb-9009-9e9ef71880b2",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,4,4,4,3,4,4,4,3,3,NA,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-9add52f0-d300-4199-8636-76dd2ccf87ef","9add52f0-d300-4199-8636-76dd2ccf87ef",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-a0f1a546-a66b-440d-bd17-c8568da1ad21","a0f1a546-a66b-440d-bd17-c8568da1ad21",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-a2625d9f-29a6-428e-8b4e-ad149e2ff4b4","a2625d9f-29a6-428e-8b4e-ad149e2ff4b4",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-e24e633e-ff37-4381-998b-b20956643014","e24e633e-ff37-4381-998b-b20956643014",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026-fe8ee5c9-6e80-4679-b532-18426081b836","fe8ee5c9-6e80-4679-b532-18426081b836",10026,2020-02-27,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,10,7,16,"2020-02-27 07:50:47",1,"False",7079,522230,"prod_low_1_firsttime",NA,"Hierarchical","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-0105fbb0-f4c8-4519-9534-113143737e79","0105fbb0-f4c8-4519-9534-113143737e79",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-185d6d76-ab4b-4230-bb91-3d27c34ff614","185d6d76-ab4b-4230-bb91-3d27c34ff614",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-365fefd4-c619-4d98-b470-86c196dc9eb7","365fefd4-c619-4d98-b470-86c196dc9eb7",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,33,0,5,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-3d53db08-5ca1-421c-9632-baa5ee00c557","3d53db08-5ca1-421c-9632-baa5ee00c557",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,2,0,4,3,3,2,3,2,3,4,3,2,33,1,4,0,0,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-8dc578f9-b029-49bb-8bc7-548bdbd427b3","8dc578f9-b029-49bb-8bc7-548bdbd427b3",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-a9475a94-368f-4ae4-9d85-685cb774bca0","a9475a94-368f-4ae4-9d85-685cb774bca0",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10027-debeed56-baea-4f5e-996a-783d18ab1589","debeed56-baea-4f5e-996a-783d18ab1589",10027,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,17,"2020-02-27 22:15:54",1,"False",7081,522595,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,3,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-0168ce51-2e89-4592-b766-3261c8a1e9b8","0168ce51-2e89-4592-b766-3261c8a1e9b8",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,12,0,1,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-0403264b-4cad-44bb-9009-9e9ef71880b2","0403264b-4cad-44bb-9009-9e9ef71880b2",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,3,4,4,4,3,3,NA,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-14f2969a-7f8f-4ca0-bcda-25f10bca7711","14f2969a-7f8f-4ca0-bcda-25f10bca7711",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-406117e6-b560-47c5-ace3-2498f563c14d","406117e6-b560-47c5-ace3-2498f563c14d",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-565ac31a-ebfe-48f2-9ed0-576aab5a1c50","565ac31a-ebfe-48f2-9ed0-576aab5a1c50",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-6d4caf7c-a066-4f9f-9c89-a6101c81a6fc","6d4caf7c-a066-4f9f-9c89-a6101c81a6fc",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10030-a39a9275-e187-4896-bc88-5c41f530ce2c","a39a9275-e187-4896-bc88-5c41f530ce2c",10030,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,6,7,17,"2020-02-27 19:41:05",1,"False",7084,522553,"prod_low_1_firsttime",NA,"Cellular","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-125dadad-c78a-4730-bad8-bee8eb0b7f50","125dadad-c78a-4730-bad8-bee8eb0b7f50",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-406117e6-b560-47c5-ace3-2498f563c14d","406117e6-b560-47c5-ace3-2498f563c14d",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,5,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-5ac37608-b8fc-4341-9414-a3df42348fa7","5ac37608-b8fc-4341-9414-a3df42348fa7",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,2,4,2,2,4,2,4,3,3,3,30,0,5,1,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-6115b662-a38d-4538-8c79-8a4c587b4123","6115b662-a38d-4538-8c79-8a4c587b4123",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,23,0,4,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-8259b167-850d-4ff4-a218-19ce00bf5e6b","8259b167-850d-4ff4-a218-19ce00bf5e6b",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-b0231a13-c223-41fd-a489-615aa38de7e5","b0231a13-c223-41fd-a489-615aa38de7e5",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,2,2,2,3,4,3,2,2,2,3,3,18,1,3,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031-e1e21c76-03c5-4d83-8e84-3cbf90c2854a","e1e21c76-03c5-4d83-8e84-3cbf90c2854a",10031,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,3,7,18,"2020-02-28 23:31:56",1,"False",7085,522953,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,0,1,2,4,2,3,NA,2,2,2,3,3,22,1,4,0,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-3e44e264-40b2-4b48-b0cc-8b88f70115af","3e44e264-40b2-4b48-b0cc-8b88f70115af",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-572737ec-3cdd-497d-b5de-496ea7b88352","572737ec-3cdd-497d-b5de-496ea7b88352",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-7bf13f62-7d8f-4035-99ee-fd0d97b7ec49","7bf13f62-7d8f-4035-99ee-fd0d97b7ec49",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,3,3,4,4,4,4,4,4,26,1,5,1,1,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-97c3439f-d1fd-4938-9876-bc3b982b4bba","97c3439f-d1fd-4938-9876-bc3b982b4bba",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-9d58ece5-9cc6-47e4-86f6-19c9f3e685d9","9d58ece5-9cc6-47e4-86f6-19c9f3e685d9",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,4,4,4,4,4,4,4,4,4,4,4,4,28,0,5,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-9f1a3099-8eeb-4760-bd5e-025e79019004","9f1a3099-8eeb-4760-bd5e-025e79019004",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032-df403855-77a5-4aa1-b753-ce4c19c15330","df403855-77a5-4aa1-b753-ce4c19c15330",10032,2020-02-29,"6","HighToleranceHighTransformational","Weak",1,"True",1,"LowStatus_HighLegitimacy",1,13,7,18,"2020-02-29 02:26:31",1,"False",7086,523001,"prod_low_1_firsttime",NA,"Network","Ambiguity Low",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037-07c83b1c-ed47-4fe7-ad48-3dc36e661b39","07c83b1c-ed47-4fe7-ad48-3dc36e661b39",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037-30772eb8-440d-4255-aee7-359be2a480d2","30772eb8-440d-4255-aee7-359be2a480d2",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,0,1,1,1,4,2,2,1,1,1,2,2,21,3,4,1,1,1,36,NA,2,2,2,2,1,1,3,2,1
"10037-44e9f29b-2aae-41de-b430-399523ad16f5","44e9f29b-2aae-41de-b430-399523ad16f5",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,3,4,4,3,2,3,3,3,2,3,3,3,26,0,5,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037-91137929-5600-4ea3-a271-7818b846fce4","91137929-5600-4ea3-a271-7818b846fce4",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,2,3,4,4,3,2,3,4,3,2,4,3,26,1,5,0,1,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037-95e1a3ad-c20d-4291-b0c1-1cd8d799750b","95e1a3ad-c20d-4291-b0c1-1cd8d799750b",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,1,2,1,1,1,1,1,1,1,1,1,3,20,1,3,0,1,1,37,NA,1,2,2,2,2,1,2,2,3
"10037-99b0eb11-57ee-4109-8fdd-8b722209fb02","99b0eb11-57ee-4109-8fdd-8b722209fb02",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,1,1,1,1,1,2,1,1,1,1,1,1,23,1,0,1,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037-db538a95-5fc1-4ebd-9f8d-004a4720c7ff","db538a95-5fc1-4ebd-9f8d-004a4720c7ff",10037,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 04:24:43",1,"False",7093,522652,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,1,1,1,40,NA,1,2,1,2,2,1,2,2,2
"10038-07751072-4742-41e8-89d8-99225025d758","07751072-4742-41e8-89d8-99225025d758",10038,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 17:09:35",1,"False",7094,522840,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10038-07d37db1-228c-4d15-8456-e1c88f9ada3e","07d37db1-228c-4d15-8456-e1c88f9ada3e",10038,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 17:09:35",1,"False",7094,522840,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10038-2758dbcc-47d7-455a-8e90-0921ea5b5339","2758dbcc-47d7-455a-8e90-0921ea5b5339",10038,2020-02-28,"6","HighToleranceHighTransformational","Weak",1,"True",1,"HighStatus_HighLegitimacy",0,13,7,19,"2020-02-28 17:09:35",1,"False",7094,522840,"prod_high_1_firsttime",NA,"Hierarchical","Ambiguity High",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
