Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,GroupVote1,GroupVote2,round,group,player,structure,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,player,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1442603,31,1442603,14426,18482,2,1,0,13,7,1,3,0,0.142857143,0.142857143,1,1,NaN,NaN,3,14426,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.333333333,945.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1442604,31,1442604,14426,18482,2,1,0,13,7,1,1,-1,0,0,1,0,NaN,NaN,4,14426,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,945.1428571,0,0,0,7,0.857142857,0
1442605,31,1442605,14426,18482,2,1,0,13,7,1,10,NA,NaN,NaN,1,1,NaN,NaN,5,14426,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,945.1428571,NA,NA,NA,7,0.857142857,NA
1442606,31,1442606,14426,18482,2,1,0,13,7,0,11,NA,NaN,NaN,1,2,NaN,NaN,6,14426,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,945.1428571,NA,NA,NA,7,0.857142857,NA
1442607,31,1442607,14426,18482,2,1,0,13,7,1,1,-1,0,0,1,0,NaN,NaN,7,14426,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,945.1428571,0,0,0,7,0.857142857,0
1442608,31,1442608,14426,18482,2,1,0,13,7,0,2,0,0,0,1,2,NaN,NaN,8,14426,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,945.1428571,0,0,0,7,0.857142857,0
1442609,31,1442609,14426,18482,2,1,0,13,7,0,1,0,0.142857143,0.142857143,1,1,NaN,NaN,9,14426,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,945.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1442610,31,1442610,14426,18482,2,1,0,13,7,0,5,0,0.142857143,0,1,1,NaN,NaN,10,14426,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,945.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1442611,31,1442611,14426,18482,2,1,0,13,7,0,7,0,0,0,1,2,NaN,NaN,11,14426,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,945.1428571,0,0,0,7,0.857142857,0
1442612,31,1442612,14426,18482,2,1,0,13,7,0,6,0,0.142857143,0,1,2,NaN,NaN,12,14426,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.428571429,945.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1442613,31,1442613,14426,18482,2,1,0,13,7,0,8,-1,0.142857143,0,1,1,NaN,NaN,13,14426,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.428571429,945.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1442701,31,1442701,14427,18483,2,1,0,13,7,5,3,-1,0.285714286,0,1,0,NaN,NaN,1,14427,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.333333333,1092.285714,0.285714286,0,0.285714286,7,0.857142857,0
1442702,31,1442702,14427,18483,2,1,0,13,7,7,4,0,0.857142857,0.428571429,1,2,NaN,NaN,2,14427,NaN,NaN,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.333333333,1092.285714,0.857142857,0.428571429,0,7,0.857142857,1
1442703,31,1442703,14427,18483,2,1,0,13,7,7,2,-1,0.142857143,0,1,1,NaN,NaN,3,14427,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.333333333,1092.285714,0.142857143,0,0.142857143,7,0.857142857,0
1442704,31,1442704,14427,18483,2,1,0,13,7,3,9,NA,NaN,NaN,1,0,NaN,NaN,4,14427,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,1092.285714,NA,NA,NA,7,0.857142857,NA
1442705,31,1442705,14427,18483,2,1,0,13,7,3,11,NA,NaN,NaN,1,1,NaN,NaN,5,14427,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,1092.285714,NA,NA,NA,7,0.857142857,NA
1442706,31,1442706,14427,18483,2,1,0,13,7,3,12,NA,NaN,NaN,1,2,NaN,NaN,6,14427,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,1092.285714,NA,NA,NA,7,0.857142857,NA
1442707,31,1442707,14427,18483,2,1,0,13,7,7,1,0,0.428571429,0,1,0,NaN,NaN,7,14427,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,1092.285714,0.428571429,0,0.428571429,7,0.857142857,0
1442708,31,1442708,14427,18483,2,1,0,13,7,5,1,0,0,0.142857143,1,2,NaN,NaN,8,14427,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,1092.285714,0,0.142857143,0,7,0.857142857,0
1442709,31,1442709,14427,18483,2,1,0,13,7,5,1,-1,0.285714286,0,1,1,NaN,NaN,9,14427,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,1092.285714,0.285714286,0,0.285714286,7,0.857142857,0
1442710,31,1442710,14427,18483,2,1,0,13,7,0,5,-1,0.142857143,0,1,1,NaN,NaN,10,14427,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,1092.285714,0.142857143,0,0.142857143,7,0.857142857,0
1442711,31,1442711,14427,18483,2,1,0,13,7,4,7,0,0.857142857,0.857142857,1,2,NaN,NaN,11,14427,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,1092.285714,0.857142857,0.857142857,0,7,0.857142857,1
1442712,31,1442712,14427,18483,2,1,0,13,7,0,6,-1,0.285714286,0,1,2,NaN,NaN,12,14427,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.428571429,1092.285714,0.285714286,0,0.285714286,7,0.857142857,0
1442713,31,1442713,14427,18483,2,1,0,13,7,8,8,0,0.857142857,0.428571429,1,1,NaN,NaN,13,14427,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.428571429,1092.285714,0.857142857,0.428571429,0,7,0.857142857,1
1442801,32,1442801,14428,18483,2,1,0,13,7,9,10,NA,NaN,NaN,1,0,NaN,NaN,1,14428,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.19047619,638.1428571,NA,NA,NA,7,0.857142857,NA
1442802,32,1442802,14428,18483,2,1,0,13,7,8,3,-1,0,0,1,1,NaN,NaN,2,14428,NaN,NaN,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.19047619,638.1428571,0,0,0,7,0.857142857,0
1442803,32,1442803,14428,18483,2,1,0,13,7,8,4,0,0.571428571,0.428571429,1,2,NaN,NaN,3,14428,NaN,NaN,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.19047619,638.1428571,0.571428571,0.428571429,0,7,0.857142857,0
1442804,32,1442804,14428,18483,2,1,0,13,7,0,9,NA,NaN,NaN,1,0,NaN,NaN,4,14428,NaN,NaN,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.238095238,638.1428571,NA,NA,NA,7,0.857142857,NA
1442805,32,1442805,14428,18483,2,1,0,13,7,0,1,-1,0,0,1,2,NaN,NaN,5,14428,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,638.1428571,0,0,0,7,0.857142857,0
1442806,32,1442806,14428,18483,2,1,0,13,7,0,1,-1,0,0,1,1,NaN,NaN,6,14428,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,638.1428571,0,0,0,7,0.857142857,0
1442807,32,1442807,14428,18483,2,1,0,13,7,0,11,NA,NaN,NaN,1,0,NaN,NaN,7,14428,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,638.1428571,NA,NA,NA,7,0.857142857,NA
1442808,32,1442808,14428,18483,2,1,0,13,7,0,1,-1,0,0,1,1,NaN,NaN,8,14428,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.095238095,638.1428571,0,0,0,7,0.857142857,0
1442809,32,1442809,14428,18483,2,1,0,13,7,0,12,NA,NaN,NaN,1,2,NaN,NaN,9,14428,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,638.1428571,NA,NA,NA,7,0.857142857,NA
1442810,32,1442810,14428,18483,2,1,0,13,7,0,5,-1,0,0,1,1,NaN,NaN,10,14428,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.238095238,638.1428571,0,0,0,7,0.857142857,0
1442811,32,1442811,14428,18483,2,1,0,13,7,0,7,0,0.428571429,0.142857143,1,2,NaN,NaN,11,14428,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.238095238,638.1428571,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1442812,32,1442812,14428,18483,2,1,0,13,7,0,6,-1,0,0,1,1,NaN,NaN,12,14428,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.238095238,638.1428571,0,0,0,7,0.857142857,0
1442813,32,1442813,14428,18483,2,1,0,13,7,0,8,0,0.285714286,0.285714286,1,1,NaN,NaN,13,14428,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.238095238,638.1428571,0.285714286,0.285714286,0,7,0.857142857,0
1442901,32,1442901,14429,18483,2,1,0,13,7,5,3,-1,0,0,1,0,NaN,NaN,1,14429,NaN,NaN,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.19047619,551.8571429,0,0,0,7,0.857142857,0
1442902,32,1442902,14429,18483,2,1,0,13,7,3,10,NA,NaN,NaN,1,1,NaN,NaN,2,14429,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.19047619,551.8571429,NA,NA,NA,7,0.857142857,NA
1442903,32,1442903,14429,18483,2,1,0,13,7,2,1,-1,0.142857143,0,1,2,NaN,NaN,3,14429,NaN,NaN,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,551.8571429,0.142857143,0,0.142857143,7,0.857142857,0
1442904,32,1442904,14429,18483,2,1,0,13,7,0,2,-1,0,0,1,0,NaN,NaN,4,14429,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,551.8571429,0,0,0,7,0.857142857,0
1442905,32,1442905,14429,18483,2,1,0,13,7,4,1,-1,0,0,1,2,NaN,NaN,5,14429,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,551.8571429,0,0,0,7,0.857142857,0
1442906,32,1442906,14429,18483,2,1,0,13,7,1,1,-1,0.142857143,0.142857143,1,1,NaN,NaN,6,14429,NaN,NaN,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.238095238,551.8571429,0.142857143,0.142857143,0,7,0.857142857,0
1442907,32,1442907,14429,18483,2,1,0,13,7,6,11,NA,NaN,NaN,1,0,NaN,NaN,7,14429,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,551.8571429,NA,NA,NA,7,0.857142857,NA
1442908,32,1442908,14429,18483,2,1,0,13,7,4,12,NA,NaN,NaN,1,1,NaN,NaN,8,14429,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,551.8571429,NA,NA,NA,7,0.857142857,NA
1442909,32,1442909,14429,18483,2,1,0,13,7,5,9,NA,NaN,NaN,1,2,NaN,NaN,9,14429,NaN,NaN,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.095238095,551.8571429,NA,NA,NA,7,0.857142857,NA
1442910,32,1442910,14429,18483,2,1,0,13,7,0,5,0,0.142857143,0.142857143,1,1,NaN,NaN,10,14429,NaN,NaN,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.238095238,551.8571429,0.142857143,0.142857143,0,7,0.857142857,0
1442911,32,1442911,14429,18483,2,1,0,13,7,1,7,0,0.571428571,0,1,2,NaN,NaN,11,14429,NaN,NaN,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.238095238,551.8571429,0.571428571,0,0,7,0.857142857,0
1442912,32,1442912,14429,18483,2,1,0,13,7,0,6,-1,0,0,1,1,NaN,NaN,12,14429,NaN,NaN,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.238095238,551.8571429,0,0,0,7,0.857142857,0
1442913,32,1442913,14429,18483,2,1,0,13,7,7,8,0,0.571428571,0.285714286,1,1,NaN,NaN,13,14429,NaN,NaN,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.238095238,551.8571429,0.571428571,0.285714286,0,7,0.857142857,0
1443201,33,1443201,14432,18483,2,1,0,13,7,3,2,-1,0.142857143,0.142857143,1,0,NaN,NaN,1,14432,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,872.4285714,0.142857143,0.142857143,0,7,0.857142857,0
1443202,33,1443202,14432,18483,2,1,0,13,7,3,10,NA,NaN,NaN,1,2,NaN,NaN,2,14432,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,872.4285714,NA,NA,NA,7,0.857142857,NA
1443203,33,1443203,14432,18483,2,1,0,13,7,3,12,NA,NaN,NaN,1,1,NaN,NaN,3,14432,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,872.4285714,NA,NA,NA,7,0.857142857,NA
1443204,33,1443204,14432,18483,2,1,0,13,7,3,4,0,0.285714286,0.285714286,1,0,NaN,NaN,4,14432,NaN,NaN,2,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,872.4285714,0.285714286,0.285714286,0,7,0.857142857,0
1443205,33,1443205,14432,18483,2,1,0,13,7,1,9,NA,NaN,NaN,1,1,NaN,NaN,5,14432,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,872.4285714,NA,NA,NA,7,0.857142857,NA
1443206,33,1443206,14432,18483,2,1,0,13,7,0,3,-1,0,0,1,2,NaN,NaN,6,14432,NaN,NaN,2,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,1,872.4285714,0,0,0,7,0.857142857,0
1443207,33,1443207,14432,18483,2,1,0,13,7,3,1,-1,0,0,1,0,NaN,NaN,7,14432,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,872.4285714,0,0,0,7,0.857142857,0
1443208,33,1443208,14432,18483,2,1,0,13,7,3,11,NA,NaN,NaN,1,2,NaN,NaN,8,14432,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,872.4285714,NA,NA,NA,7,0.857142857,NA
1443209,33,1443209,14432,18483,2,1,0,13,7,3,1,-1,0,0,1,1,NaN,NaN,9,14432,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,872.4285714,0,0,0,7,0.857142857,0
1443210,33,1443210,14432,18483,2,1,0,13,7,0,5,-1,0,0,1,1,NaN,NaN,10,14432,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,872.4285714,0,0,0,7,0.857142857,0
1443211,33,1443211,14432,18483,2,1,0,13,7,4,7,0,0.428571429,0.285714286,1,2,NaN,NaN,11,14432,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,872.4285714,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1443212,33,1443212,14432,18483,2,1,0,13,7,0,6,-1,0,0,1,2,NaN,NaN,12,14432,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.4,872.4285714,0,0,0,7,0.857142857,0
1443213,33,1443213,14432,18483,2,1,0,13,7,2,8,0,0.428571429,0.428571429,1,1,NaN,NaN,13,14432,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.4,872.4285714,0.428571429,0.428571429,0,7,0.857142857,0
1443301,33,1443301,14433,18484,2,1,0,13,7,5,12,NA,NaN,NaN,1,0,NaN,NaN,1,14433,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,948.1428571,NA,NA,NA,7,0.857142857,NA
1443302,33,1443302,14433,18484,2,1,0,13,7,5,1,-1,0.285714286,0.142857143,1,2,NaN,NaN,2,14433,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,948.1428571,0.285714286,0.142857143,0.285714286,7,0.857142857,0
1443303,33,1443303,14433,18484,2,1,0,13,7,6,11,NA,NaN,NaN,1,1,NaN,NaN,3,14433,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,948.1428571,NA,NA,NA,7,0.857142857,NA
1443304,33,1443304,14433,18484,2,1,0,13,7,3,2,-1,0.142857143,0.142857143,1,0,NaN,NaN,4,14433,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,948.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1443305,33,1443305,14433,18484,2,1,0,13,7,2,1,-1,0.142857143,0,1,1,NaN,NaN,5,14433,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,948.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1443306,33,1443306,14433,18484,2,1,0,13,7,3,4,0,0.428571429,0.285714286,1,2,NaN,NaN,6,14433,NaN,NaN,2,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,948.1428571,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1443307,33,1443307,14433,18484,2,1,0,13,7,4,1,-1,0,0,1,0,NaN,NaN,7,14433,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,948.1428571,0,0,0,7,0.857142857,0
1443308,33,1443308,14433,18484,2,1,0,13,7,4,10,NA,NaN,NaN,1,2,NaN,NaN,8,14433,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,948.1428571,NA,NA,NA,7,0.857142857,NA
1443309,33,1443309,14433,18484,2,1,0,13,7,3,3,-1,0.285714286,0.142857143,1,1,NaN,NaN,9,14433,NaN,NaN,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.2,948.1428571,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1443310,33,1443310,14433,18484,2,1,0,13,7,0,5,-1,0.285714286,0.142857143,1,1,NaN,NaN,10,14433,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,948.1428571,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1443311,33,1443311,14433,18484,2,1,0,13,7,2,7,-1,0.285714286,0.142857143,1,2,NaN,NaN,11,14433,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,948.1428571,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1443312,33,1443312,14433,18484,2,1,0,13,7,0,6,-1,0.285714286,0.285714286,1,2,NaN,NaN,12,14433,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.4,948.1428571,0.285714286,0.285714286,0,7,0.857142857,0
1443313,33,1443313,14433,18484,2,1,0,13,7,5,8,0,0.285714286,0.285714286,1,1,NaN,NaN,13,14433,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.4,948.1428571,0.285714286,0.285714286,0,7,0.857142857,0
1443401,33,1443401,14434,18483,2,1,0,13,7,1,10,NA,NaN,NaN,1,0,NaN,NaN,1,14434,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,842.7142857,NA,NA,NA,7,0.857142857,NA
1443402,33,1443402,14434,18483,2,1,0,13,7,1,2,-1,0.428571429,0.428571429,1,2,NaN,NaN,2,14434,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,842.7142857,0.428571429,0.428571429,0,7,0.857142857,0
1443403,33,1443403,14434,18483,2,1,0,13,7,1,1,0,0.285714286,0.285714286,1,1,NaN,NaN,3,14434,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,842.7142857,0.285714286,0.285714286,0,7,0.857142857,0
1443404,33,1443404,14434,18483,2,1,0,13,7,1,4,0,0,0.285714286,1,0,NaN,NaN,4,14434,NaN,NaN,2,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,842.7142857,0,0.285714286,0,7,0.857142857,0
1443405,33,1443405,14434,18483,2,1,0,13,7,1,12,NA,NaN,NaN,1,1,NaN,NaN,5,14434,NaN,NaN,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,842.7142857,NA,NA,NA,7,0.857142857,NA
1443406,33,1443406,14434,18483,2,1,0,13,7,0,1,0,0.428571429,0,1,2,NaN,NaN,6,14434,NaN,NaN,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,842.7142857,0.428571429,0,0.428571429,7,0.857142857,0
1443407,33,1443407,14434,18483,2,1,0,13,7,1,1,-1,0.571428571,0.428571429,1,0,NaN,NaN,7,14434,NaN,NaN,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,842.7142857,0.571428571,0.428571429,0,7,0.857142857,0
1443408,33,1443408,14434,18483,2,1,0,13,7,1,11,NA,NaN,NaN,1,2,NaN,NaN,8,14434,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,842.7142857,NA,NA,NA,7,0.857142857,NA
1443409,33,1443409,14434,18483,2,1,0,13,7,0,9,NA,NaN,NaN,1,1,NaN,NaN,9,14434,NaN,NaN,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,842.7142857,NA,NA,NA,7,0.857142857,NA
1443410,33,1443410,14434,18483,2,1,0,13,7,0,5,0,0.285714286,0.142857143,1,1,NaN,NaN,10,14434,NaN,NaN,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,842.7142857,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1443411,33,1443411,14434,18483,2,1,0,13,7,1,7,-1,0.428571429,0.142857143,1,2,NaN,NaN,11,14434,NaN,NaN,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,842.7142857,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1443412,33,1443412,14434,18483,2,1,0,13,7,0,6,0,0.857142857,0.714285714,1,2,NaN,NaN,12,14434,NaN,NaN,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.4,842.7142857,0.857142857,0.714285714,0,7,0.857142857,1
1443413,33,1443413,14434,18483,2,1,0,13,7,1,8,0,0.428571429,0.428571429,1,1,NaN,NaN,13,14434,NaN,NaN,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.4,842.7142857,0.428571429,0.428571429,0,7,0.857142857,0
1443601,34,1443601,14436,18482,2,1,1,13,7,1,10,NA,NaN,NaN,1,0,NaN,NaN,1,14436,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,907.5714286,NA,NA,NA,7,0.857142857,NA
1443602,34,1443602,14436,18482,2,1,1,13,7,1,1,-1,0,0,1,1,NaN,NaN,2,14436,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,907.5714286,0,0,0,7,0.857142857,0
1443603,34,1443603,14436,18482,2,1,1,13,7,1,1,0,0.428571429,0,1,2,NaN,NaN,3,14436,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,907.5714286,0.428571429,0,0.428571429,7,0.857142857,0
1443604,34,1443604,14436,18482,2,1,1,13,7,1,11,NA,NaN,NaN,1,0,NaN,NaN,4,14436,NaN,NaN,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.571428571,907.5714286,NA,NA,NA,7,0.857142857,NA
1443605,34,1443605,14436,18482,2,1,1,13,7,1,4,-1,0,0,1,2,NaN,NaN,5,14436,NaN,NaN,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.571428571,907.5714286,0,0,0,7,0.857142857,0
1443606,34,1443606,14436,18482,2,1,1,13,7,1,1,-1,0.285714286,0,1,1,NaN,NaN,6,14436,NaN,NaN,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.571428571,907.5714286,0.285714286,0,0.285714286,7,0.857142857,0
1443607,34,1443607,14436,18482,2,1,1,13,7,1,2,-1,0.142857143,0,1,0,NaN,NaN,7,14436,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.142857143,907.5714286,0.142857143,0,0.142857143,7,0.857142857,0
1443608,34,1443608,14436,18482,2,1,1,13,7,1,3,-1,0,0,1,1,NaN,NaN,8,14436,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.142857143,907.5714286,0,0,0,7,0.857142857,0
1443609,34,1443609,14436,18482,2,1,1,13,7,1,9,NA,NaN,NaN,1,2,NaN,NaN,9,14436,NaN,NaN,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.142857143,907.5714286,NA,NA,NA,7,0.857142857,NA
1443610,34,1443610,14436,18482,2,1,1,13,7,0,5,-1,0,0,1,1,NaN,NaN,10,14436,NaN,NaN,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.380952381,907.5714286,0,0,0,7,0.857142857,0
1443611,34,1443611,14436,18482,2,1,1,13,7,1,7,-1,0,0,1,2,NaN,NaN,11,14436,NaN,NaN,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.380952381,907.5714286,0,0,0,7,0.857142857,0
1443612,34,1443612,14436,18482,2,1,1,13,7,0,6,0,0.142857143,0.142857143,1,1,NaN,NaN,12,14436,NaN,NaN,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.285714286,907.5714286,0.142857143,0.142857143,0,7,0.857142857,0
1443613,34,1443613,14436,18482,2,1,1,13,7,1,8,-1,0.142857143,0,1,1,NaN,NaN,13,14436,NaN,NaN,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.285714286,907.5714286,0.142857143,0,0.142857143,7,0.857142857,0
1443901,34,1443901,14439,18483,2,1,1,8,7,6,1,-1,0.428571429,0.285714286,1,0,NaN,NaN,1,14439,NaN,NaN,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,651,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1443902,34,1443902,14439,18483,2,1,1,8,7,8,3,-1,0.142857143,0.142857143,1,1,NaN,NaN,2,14439,NaN,NaN,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.428571429,651,0.142857143,0.142857143,0,7,0.857142857,0
