"playerid","group","round_num","group_connect","connect","condition","session","ingroup","biased","identities","empanel_id"
"uaj5qefo",0,9,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4209514667_78419_01"
"uAJtmlNM",1,9,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4198742762_78419_01"
"uAJtmlNM",1,9,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198742762_78419_01"
"uDoUOiDS",1,9,0,0,"Biased-2","e2.4_2017-09-01",0,1,0,"4194570502_78419_01"
"uDoUOiDS",1,9,1,1,"Biased-2","e2.4_2017-09-01",1,1,0,"4194570502_78419_01"
"V8er8tZD",1,9,0,1,"Unbiased-2","experiment-2.6-unbiased-02-05_10663.csv",0,0,0,"4109808109_78419_01"
"VCRrmEkp",0,9,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"046819_S02_02"
"VCRrmEkp",0,9,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"046819_S02_02"
"w6uhkiFK",0,9,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4210181764_78419_01"
"w6uhkiFK",0,9,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4210181764_78419_01"
"xZhr6io9",0,9,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4222263952_78419_01"
"xZhr6io9",0,9,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4222263952_78419_01"
"yQO6mTUz",1,9,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"1821993440_78419_01"
"yQO6mTUz",1,9,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"1821993440_78419_01"
"yqYQTF8v",0,9,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4209520966_78419_01"
"yuiKqUlS",1,9,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4205983151_78419_01"
"ZkrzAdZN",1,9,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4128112238_78419_01"
"ZueS6Jwo",2,9,0,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142232998_78419_01"
"ZueS6Jwo",2,9,2,0,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4142232998_78419_01"
"ZXp0Nf1O",1,9,1,1,"Biased-2","e2.4_2017-09-01",1,1,0,"4222265576_78419_01"
"ZXp0Nf1O",1,9,0,0,"Biased-2","e2.4_2017-09-01",0,1,0,"4222265576_78419_01"
"0fr0kaXH",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4210169883_78419_01"
"1v5KsKaU",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210174390_78419_01"
"2XmZPU4o",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"158212_3992_01"
"5fZVsRyY",3,10,2,1,"Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"5fZVsRyY",3,10,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"1666766099_78419_01"
"60NY1G5E",1,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"60NY1G5E",1,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"60NY1G5E",1,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4141908146_78419_01"
"7juY46GW",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1638367265_78419_01"
"8kxvYnNW",3,10,1,1,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"038249_S01_HH"
"8pzsNrYu",0,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"1789396587_78419_01"
"91g87Ftc",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"111636_3992_01"
"9hMkPcRq",1,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9hMkPcRq",1,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9hMkPcRq",1,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"008072_S01_01"
"9zlTPaa5",2,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"024442_S01_HH"
"9zlTPaa5",2,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"9zlTPaa5",2,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"024442_S01_HH"
"bImZpw3M",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209526342_78419_01"
"cY25uRlE",1,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1685916020_78419_01"
"diPOf8ra",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4033152806_78914_01"
"f4JPNke0",2,10,1,1,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4014781761_78914_01"
"g8V3RhKn",0,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4034703232_78914_02"
"ggsLbDfz",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"015419_S01_HH"
"Hm8qOgdi",0,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"Hm8qOgdi",0,10,2,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"Hm8qOgdi",0,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"005752_S01_HH"
"Hm8qOgdi",0,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"005752_S01_HH"
"IEEr3afx",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4224790013_78419_01"
"L3XqYDJz",0,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"008751_S01_HH"
"L3XqYDJz",0,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"008751_S01_HH"
"L3XqYDJz",0,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"008751_S01_HH"
"lQ8zf0Py",1,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4222254040_78419_01"
"lyGJPNXR",2,10,2,0,"Biased-4","e2.2_2017-08-24",1,1,1,"069388_S02_01"
"lyGJPNXR",2,10,0,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"lyGJPNXR",2,10,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"lyGJPNXR",2,10,3,0,"Biased-4","e2.2_2017-08-24",0,1,1,"069388_S02_01"
"nHIILYWp",2,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4182954213_78419_01"
"nHIILYWp",2,10,2,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4182954213_78419_01"
"nHIILYWp",2,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4182954213_78419_01"
"nHIILYWp",2,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4182954213_78419_01"
"Q4D3m6KL",0,10,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210169003_78419_01"
"Q4D3m6KL",0,10,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210169003_78419_01"
"QLBD5hMl",3,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4224772796_78419_01"
"QLBD5hMl",3,10,2,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4224772796_78419_01"
"QLBD5hMl",3,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4224772796_78419_01"
"QLBD5hMl",3,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4224772796_78419_01"
"raYY3tzu",1,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4224781187_78419_01"
"raYY3tzu",1,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4224781187_78419_01"
"raYY3tzu",1,10,2,0,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4224781187_78419_01"
"raYY3tzu",1,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",0,0,1,"4224781187_78419_01"
"rCOFf22U",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4174330538_78419_01"
"RXIiD3rP",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"062838_S02_01"
"S9a33uXU",1,10,1,1,"Unbiased-4","experiment-2.5-unbiased-4-03_10605.csv",1,0,1,"4191195351_5107_01"
"Sw3Et2xV",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4224795530_78419_01"
"Sw3Et2xV",2,10,1,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224795530_78419_01"
"u11rl4QM",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1836262314_78419_01"
"UPZNWdHw",3,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"098602_3992_02"
"UPZNWdHw",3,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"098602_3992_02"
"UPZNWdHw",3,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"098602_3992_02"
"UvZf1gPO",1,10,2,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"UvZf1gPO",1,10,0,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"UvZf1gPO",1,10,1,0,"Biased-4","e2.2_2017-08-24",1,1,1,"4224772930_78419_01"
"UvZf1gPO",1,10,3,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4224772930_78419_01"
"uzQawXg5",1,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4182930205_78419_01"
"whahIH1R",3,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-02_10604.csv",0,0,1,"4210181303_78419_01"
"wKBuViKl",2,10,3,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4128108027_78419_01"
"wKBuViKl",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4128108027_78419_01"
"wKBuViKl",2,10,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4128108027_78419_01"
"x0Q2cCRq",2,10,2,0,"Biased-4","e2.2_2017-08-24",1,1,1,"4224776226_78419_01"
"XCnmdDUg",1,10,2,0,"Biased-4","e2.2_2017-08-24",0,1,1,"4222256011_78419_01"
"XCnmdDUg",1,10,1,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4222256011_78419_01"
"xTbXY5rZ",3,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4098574967_78419_01"
"xTbXY5rZ",3,10,0,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4098574967_78419_01"
"xTbXY5rZ",3,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4098574967_78419_01"
"xTbXY5rZ",3,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4098574967_78419_01"
"XUr96Ljm",2,10,2,0,"Biased-4","e2.2_2017-08-24",1,1,1,"750812_S02_01"
"XyjZvgn5",0,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",1,0,1,"4210175416_78419_01"
"XyjZvgn5",0,10,1,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4210175416_78419_01"
"XyjZvgn5",0,10,2,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4210175416_78419_01"
"XyjZvgn5",0,10,3,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"4210175416_78419_01"
"yuiKqUlS",0,10,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4205983151_78419_01"
"zKCPrGsz",1,10,2,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1104980588_23694_01"
"zKCPrGsz",1,10,0,0,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1104980588_23694_01"
"zKCPrGsz",1,10,3,1,"Unbiased-4","experiment-2.5-unbiased-4-06_10608.csv",0,0,1,"1104980588_23694_01"
"Zp7IFzWn",2,10,1,1,"Biased-4","e2.2_2017-08-24",0,1,1,"4209527873_78419_01"
"Zp7IFzWn",2,10,2,1,"Biased-4","e2.2_2017-08-24",1,1,1,"4209527873_78419_01"
"0hhJBCnW",2,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"165752_3992_01"
"0hhJBCnW",2,11,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"165752_3992_01"
"0QG7hc6v",0,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4141912316_78419_01"
"0QG7hc6v",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4141912316_78419_01"
"0yzCgrEd",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"085925_S02_01"
"0yzCgrEd",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"085925_S02_01"
"1NYc3ypZ",1,11,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1NYc3ypZ",1,11,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1NYc3ypZ",1,11,1,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"089635_S02_02"
"1NYc3ypZ",1,11,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"089635_S02_02"
"1v5KsKaU",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210174390_78419_01"
"1v5KsKaU",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210174390_78419_01"
"1vYPdjdX",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4083370152_78914_01"
"1vYPdjdX",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4083370152_78914_01"
"2n8fFNoM",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4205995801_78419_01"
"2UIMidzg",3,11,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",3,11,3,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4198750331_78419_01"
"2UIMidzg",3,11,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"2UIMidzg",3,11,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198750331_78419_01"
"44b4OLuC",2,11,2,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4198747815_78419_01"
"44b4OLuC",2,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"44b4OLuC",2,11,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"44b4OLuC",2,11,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198747815_78419_01"
"4nSFdQzt",0,11,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4142236355_78419_01"
"4nSFdQzt",0,11,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",0,11,1,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"4nSFdQzt",0,11,3,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4142236355_78419_01"
"7JLSGlin",0,11,0,0,"Unbiased-4","e2.5_2017-09-07",1,0,1,"082300_S02_01"
"7JLSGlin",0,11,1,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",0,11,2,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7JLSGlin",0,11,3,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"082300_S02_01"
"7juY46GW",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1638367265_78419_01"
"91g87Ftc",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"111636_3992_01"
"a89vyAFL",2,11,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"86042049_23694_01"
"a89vyAFL",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"86042049_23694_01"
"bImZpw3M",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209526342_78419_01"
"bImZpw3M",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209526342_78419_01"
"c6i3AAwk",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198734039_78419_01"
"CSIho5fN",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4175653832_92326_01"
"d57KJY6M",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"84097191_23694_02"
"d57KJY6M",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"84097191_23694_02"
"dcZXuvm5",3,11,0,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",3,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",3,11,2,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4222268922_78419_01"
"dcZXuvm5",3,11,3,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4222268922_78419_01"
"E7mO7YvV",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198727093_78419_01"
"E7mO7YvV",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4198727093_78419_01"
"H0kC41XP",2,11,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142214247_78419_01"
"H0kC41XP",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4142214247_78419_01"
"H0kC41XP",2,11,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142214247_78419_01"
"iutftQuX",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4209515398_78419_01"
"iutftQuX",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4209515398_78419_01"
"jmFnOoKt",0,11,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4224766527_78419_01"
"jmFnOoKt",0,11,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4224766527_78419_01"
"jmFnOoKt",0,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4224766527_78419_01"
"jolGCoKe",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4098572086_78419_01"
"jolGCoKe",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4098572086_78419_01"
"jxy012QP",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4224777765_78419_01"
"kACbxuMS",2,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"053633_S02_01"
"kACbxuMS",2,11,2,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"053633_S02_01"
"kACbxuMS",2,11,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"053633_S02_01"
"kJ508QX4",2,11,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"147028_3992_01"
"kJ508QX4",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"147028_3992_01"
"m0nnYchF",3,11,0,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",3,11,1,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",3,11,2,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"018297_S01_HH"
"m0nnYchF",3,11,3,0,"Unbiased-4","e2.5_2017-09-07",1,0,1,"018297_S01_HH"
"OekAb8Fe",1,11,0,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OekAb8Fe",1,11,1,0,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4198725826_78419_01"
"OekAb8Fe",1,11,2,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OekAb8Fe",1,11,3,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4198725826_78419_01"
"OReMOWzo",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4142224906_78419_01"
"OReMOWzo",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4142224906_78419_01"
"Owokimvp",1,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1698995672_78419_01"
"Owokimvp",1,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1698995672_78419_01"
"oyXJ9Za4",0,11,1,0,"Unbiased-4","e2.5_2017-09-07",0,0,1,"157869_3992_01"
"oyXJ9Za4",0,11,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"157869_3992_01"
"Q4D3m6KL",1,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"4210169003_78419_01"
"Q4D3m6KL",1,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"4210169003_78419_01"
"qqUGu3kS",2,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191252363_5107_01"
"qqUGu3kS",2,11,3,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191252363_5107_01"
"qqUGu3kS",2,11,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191252363_5107_01"
"Rkqqlnm0",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4109820709_78419_01"
"Rkqqlnm0",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4109820709_78419_01"
"SglLvmMk",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"052362_S02_01"
"SglLvmMk",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"052362_S02_01"
"SJ4dRWlS",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4098587119_78419_01"
"SJ4dRWlS",0,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4098587119_78419_01"
"ssD3ikfV",1,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"050846_S02_01"
"ssD3ikfV",1,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"050846_S02_01"
"Sx3WY8DF",1,11,1,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4142236580_78419_01"
"Sx3WY8DF",1,11,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"Sx3WY8DF",1,11,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"Sx3WY8DF",1,11,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4142236580_78419_01"
"u11rl4QM",1,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",0,0,0,"1836262314_78419_01"
"u11rl4QM",1,11,1,1,"Unbiased-2","experiment-2.6-unbiased-2-07_10665.csv",1,0,0,"1836262314_78419_01"
"U8hihsFv",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4198726251_78419_01"
"U8hihsFv",2,11,3,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4198726251_78419_01"
"uAJtmlNM",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"4198742762_78419_01"
"uAJtmlNM",0,11,0,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"4198742762_78419_01"
"uiAFosTU",3,11,0,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uiAFosTU",3,11,1,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uiAFosTU",3,11,2,0,"Biased-4","e2.1_2017-09-03",0,1,1,"4224810545_78419_01"
"uiAFosTU",3,11,3,0,"Biased-4","e2.1_2017-09-03",1,1,1,"4224810545_78419_01"
"VCRrmEkp",0,11,1,0,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",0,0,0,"046819_S02_02"
"VCRrmEkp",0,11,0,1,"Unbiased-2","experiment-2.6-unbiased-2-08_10666.csv",1,0,0,"046819_S02_02"
"VHwMul8t",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"1917465972_78419_01"
"w2NyOm6v",3,11,3,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4222270010_78419_01"
"w2NyOm6v",3,11,2,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4222270010_78419_01"
"w2NyOm6v",3,11,1,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4222270010_78419_01"
"w6uhkiFK",0,11,1,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4210181764_78419_01"
"w6uhkiFK",0,11,0,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4210181764_78419_01"
"WdTeyb1v",1,11,0,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191248964_5107_01"
"WdTeyb1v",1,11,2,1,"Unbiased-4","e2.5_2017-09-07",0,0,1,"4191248964_5107_01"
"WdTeyb1v",1,11,1,1,"Unbiased-4","e2.5_2017-09-07",1,0,1,"4191248964_5107_01"
"wTEFmE3O",2,11,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"165723_3992_02"
"wTEFmE3O",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"165723_3992_02"
"wZT18Vvb",2,11,3,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4182914445_78419_01"
"wZT18Vvb",2,11,2,1,"Biased-4","e2.1_2017-09-03",1,1,1,"4182914445_78419_01"
"wZT18Vvb",2,11,1,1,"Biased-4","e2.1_2017-09-03",0,1,1,"4182914445_78419_01"
